AcceptTime,Answer,ApprovalTime,AssignmentId,AssignmentStatus,AutoApprovalTime,HITId,Question,SubmitTime,TimeSpent,WorkerId,breast:3KSRR0ANT0SQYOX6MT2LB8HJ8EFCHJ,cardio:3RJTH7YUGU2T60P6IF1ZMICQMWRYTM,nutrition:36FDFKUBEQYUVKNYWYMXNPALOD93NJ,immunization:3RVVHO1V7S1LCQ80JEK422CLLUJWGC
2018-09-19 01:46:17+02:00,"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>question</QuestionIdentifier><FreeText> NEJMoa1103507 </FreeText></Answer><Answer><QuestionIdentifier>summary</QuestionIdentifier><FreeText>Exemestane has been studied for use in Postmenopausal women for Breast Cancer prevention. The study was conducted on postmenopausal women who were at increased risk for breast cancer with a median Gail risk of 2.3%. 62.5 years old was the median age of the 4560 women participating in the study. The participants were randomly placed into two groups, one being the placebo group, and the other being the Exemestane group. After following up with participants within a median time frame of 35 months, invasive breast cancers were found in only 11 of the participants in the Exemestane group in contrast with 32 participants in the placebo group. The yearly occurrence of both non invasive and invasive breast cancers when using Exemestane was 0.35%, where as the yearly occurrence not using Exemestane clocked in at 0.77%. No significant negative side effects occurred more often in the Exemestane group then the placebo group. Exemestane was found to have no effects of toxicity and had very small changes in quality of life in relation to health.</FreeText></Answer></QuestionFormAnswers>",2018-09-19 10:27:01+02:00,358010RM5FETJJE7H43VHW4UTOKXVR,Approved,2018-09-19 10:26:38+02:00,34O39PNDK6TRRPXVDM122ISBU0GRBA,NEJMoa1103507,2018-09-19 02:26:38+02:00,0 days 00:40:21.000000000,ADGH08WUP68ZF,"{""Education"": ""Some College"", ""Age"": ""15-24"", ""Gender"": ""female"", ""1"": true, ""2"": true, ""3"": true, ""4"": true, ""5"": true, ""6"": true, ""7"": true, ""8"": true, ""9"": false, ""10"": true, ""11"": true, ""12"": true, ""13"": true}",,,
2018-09-19 13:19:08+02:00,"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>question</QuestionIdentifier><FreeText> NEJMoa1103507 </FreeText></Answer><Answer><QuestionIdentifier>summary</QuestionIdentifier><FreeText>In a random, placebo-controlled double-blind trial of exemestane made to detect a 65% reduction in invasive breast cancer, eligible postmenopausal women 35 years or older having one or more of the following risk factors: 60 yrs or older; Gail 5-yr risk score greater than 1.66% (chances in 100 of invasive breast cancer within 5 yrs); prior atypical ductal or lobular hyperplaisa or lobular carcinoma in situ; or ductal carcinoma in situ w/ mastectomy. Toxic effects and health-related and menopause specific qualities of life were measured. A total of 4560 women whose median age was 62.5 yrs and median Gail risk was 2.3% were randomly assigned exemestane or placebo. Exemestane significantly reduced invasive breast cancers in postmenopausal women who were at moderately increased risk for breast cancer. During a median follow-up period of 3 years, exemestane was associated with no serious toxic effects and only minimal changes in health-related quality of life. (Funded by Pfizer and others)</FreeText></Answer></QuestionFormAnswers>",2018-09-19 21:32:01+02:00,3RJSC4XJ11F4OZTH81WB4KNK7W450B,Approved,2018-09-19 21:31:32+02:00,34O39PNDK6TRRPXVDM122ISBU0GRBA,NEJMoa1103507,2018-09-19 13:31:32+02:00,0 days 00:12:24.000000000,A98E8M4QLI9RS,"{""Education"": ""Some College"", ""Age"": ""40-60"", ""Gender"": ""female"", ""1"": true, ""2"": true, ""3"": true, ""4"": true, ""5"": true, ""6"": true, ""7"": true, ""8"": true, ""9"": true, ""10"": true, ""11"": true, ""12"": true, ""13"": true}",,,
2018-09-19 13:53:36+02:00,"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>question</QuestionIdentifier><FreeText> NEJMoa1103507 </FreeText></Answer><Answer><QuestionIdentifier>summary</QuestionIdentifier><FreeText>A study of 4560 women aged 62.5 years and the median Gail risk score of 2.3% were given the drug exemestane or a placebo to see which drug helped the most. After about 35 months a follow up was done. 11 breast cancers were detected in women who used Exemestane and 32 in those given the placebo. This study showed that by giving women who previously had breast cancer the drug Exemestane had a 65% relative reduction in invasive breast cancer. Exemestane really reduced the incidence of recurring breast cancer in post menopausal women. Especially when they were at an increased risk of recurring breast cancer. After a follow up with these women 3 years later, it was found that Exemestane also had no serious toxic side effects, made no difference in incidences of heart attacks or other cardiovascular events and also helped the women maintain their quality of life after breast cancer. It would seem that this drug is very good at preventing a return of breast cancer for many women who have experienced it before. </FreeText></Answer></QuestionFormAnswers>",2018-09-19 22:03:01+02:00,3ZWFC4W1UVSKQQ658QSZASFK5GMFR7,Approved,2018-09-19 22:02:23+02:00,34O39PNDK6TRRPXVDM122ISBU0GRBA,NEJMoa1103507,2018-09-19 14:02:23+02:00,0 days 00:08:47.000000000,A2LTOS0AZ3B28A,"{""Education"": ""Some College"", ""Age"": ""40-60"", ""Gender"": ""female"", ""1"": true, ""2"": true, ""3"": true, ""4"": true, ""5"": false, ""6"": true, ""7"": true, ""8"": true, ""9"": true, ""10"": false, ""11"": true, ""12"": true, ""13"": true}",,,
2018-09-19 15:10:08+02:00,"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>question</QuestionIdentifier><FreeText> NEJMoa1103507 </FreeText></Answer><Answer><QuestionIdentifier>summary</QuestionIdentifier><FreeText>In a recent study on 4560 postmenopausal women, the drug exemestane was tested. The women were randomly given either the drug or a placebo. Eleven of the women given exemestane had invasive breast cancer. Thirty-two given the placebo had the same condition. The yearly rate of invasive breast cancer, as opposed to non-invasive, in the women given the drug was .35%. The group given the placebo had a rate of .77%. 88% of the postmenopausal women who were given the drug experienced adverse events. In the group given the placebo, 85% experienced these adverse events, including skeletal fractures, cardiovascular events, other types of cancers and treatment-induced deaths. There was not a clinically significant difference between the two groups in terms of adverse events. &#13;&#13;Exemestane was shown to significantly decrease breast cancer that was invasive for older women who were at a moderate risk for breast cancer.</FreeText></Answer></QuestionFormAnswers>",2018-09-19 23:18:01+02:00,3PB5A5BD0WRGM7ILAW0BNWOW5K17GA,Approved,2018-09-19 23:17:42+02:00,34O39PNDK6TRRPXVDM122ISBU0GRBA,NEJMoa1103507,2018-09-19 15:17:42+02:00,0 days 00:07:34.000000000,A3HEDIGLDT2NF3,"{""Education"": ""College"", ""Age"": ""40-60"", ""Gender"": ""female"", ""1"": true, ""2"": true, ""3"": true, ""4"": false, ""5"": true, ""6"": false, ""7"": true, ""8"": true, ""9"": true, ""10"": true, ""11"": true, ""12"": true, ""13"": true}",,,
2018-09-19 22:06:30+02:00,"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>question</QuestionIdentifier><FreeText> NEJMoa1103507 </FreeText></Answer><Answer><QuestionIdentifier>summary</QuestionIdentifier><FreeText>Aromatase inhibitors are better to use in the treatment of breast cancer than tamoxifen or raloxifene. A recent study found that one of these, exemestane was particularly effective in reducing invasive breast cancers in the subjects of the study. Compared to individuals given a placebo, it was found that there was a 65% reduction in incidence of these invasive breast cancers. The study found that there were only very slightly more adverse effects in the group receiving the treatment as opposed to those simply receiving a placebo. This shows that exemestane effected quality of life about as much as those who did not receive medication. It was found, in a 3 year follow-up, that the treatment had no serious toxic effects and effected quality of life minimally. To qualify for this study, the women involved were all post-menopausal and had an increased risk of developing invasive breast cancer. </FreeText></Answer></QuestionFormAnswers>",2018-09-20 06:17:01+02:00,3TXWC2NHN0BNQVF5KTSCQ6Y5ON3S9F,Approved,2018-09-20 06:16:06+02:00,34O39PNDK6TRRPXVDM122ISBU0GRBA,NEJMoa1103507,2018-09-19 22:16:06+02:00,0 days 00:09:36.000000000,A1TMWYZL6USNIF,"{""Education"": ""Some College"", ""Age"": ""24-39"", ""Gender"": ""male"", ""1"": true, ""2"": true, ""3"": true, ""4"": true, ""5"": true, ""6"": true, ""7"": true, ""8"": true, ""9"": false, ""10"": true, ""11"": true, ""12"": true, ""13"": false}",,,
2018-09-20 01:32:40+02:00,"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>question</QuestionIdentifier><FreeText> NEJMoa1103507 </FreeText></Answer><Answer><QuestionIdentifier>summary</QuestionIdentifier><FreeText>A number drugs are used for preventing breast cancer, including tamoxifen and raloxifene. These can also be used by breast cancer patients. Aromatase inhibitors are preferred by patients due to their low side effects, as compared to tamoxifen. &#13;In an academic study - controlled to be double-blind and placebo controlled - exmestane was very effective, showing a 65% reduction of invasive breast cancer. The 4560 participants were menopausal women age 35 or higher, who also had a risk factor for breast cancer. Risks included being over 60 and testing highly on an instrument used to rate breast cancer risk. The study looked at quality of life, specifically how it was impacted by treatment. Participants were given either the drug extemestane or a placebo. In follow up testing about three years later there were 11 breast cancers in the patients given the drug and 32 in patients who took the placebo. Otherwise, there were no significant differences in the group in terms of quality of life.&#13;The study proves that exemestane does reduce the incidence of breast cancer in menopausal women.</FreeText></Answer></QuestionFormAnswers>",2018-09-20 10:13:01+02:00,33OOO72IVI6Q3TZNLD7T21VZWTOTCU,Approved,2018-09-20 10:12:05+02:00,34O39PNDK6TRRPXVDM122ISBU0GRBA,NEJMoa1103507,2018-09-20 02:12:05+02:00,0 days 00:39:25.000000000,A1SXNLUT6WM90L,"{""Education"": ""College"", ""Age"": ""40-60"", ""Gender"": ""female"", ""1"": true, ""2"": false, ""3"": true, ""4"": true, ""5"": true, ""6"": true, ""7"": true, ""8"": true, ""9"": false, ""10"": true, ""11"": true, ""12"": true, ""13"": false}",,,
2018-09-22 17:00:10+02:00,"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>question</QuestionIdentifier><FreeText> NEJMoa1003833 </FreeText></Answer><Answer><QuestionIdentifier>summary</QuestionIdentifier><FreeText>Azithromycin is an macrolide antibiotic medication that has a close link with sudden cardiac death. This medication is thought to have the least toxicity to the heart. A study was done using a Tennessee Medicaid group that monitored effects of short term effects of medication on the heart. It excluded patients that had serious non cardiac illnesses. The medications tested were azithromycin, amoxicillin, ciprofloxacin and levofloxacin. The patients took the medications for 5 days. The ones that took azithromycin were more likely to die from cardiac risk than those who did not take any medications. Those who took amoxicillin had no increase in risk of death. The results for levofloxacin were almost the same where as the results for risk of death were slightly lower with the drug ciprofloxacin. The patients that had a high baseline risk of cardiovascular disease were in more danger of death from the antibiotic.&#13; </FreeText></Answer></QuestionFormAnswers>",,3PJ71Z61R5NNWBGB7ADSU5BWYHI19K,Submitted,2018-09-23 01:34:09+02:00,3LN3BXKGC0GSQ2MSS23MQSRP25VWGX,NEJMoa1003833,2018-09-22 17:34:09+02:00,0 days 00:33:59.000000000,A39GH5GG2B7KA1,,"{""Education"": ""Some College"", ""Age"": ""24-39"", ""Gender"": ""male"", ""1"": true, ""2"": true, ""3"": true, ""4"": true, ""5"": true, ""6"": true, ""7"": false, ""8"": true, ""9"": true, ""10"": true, ""11"": true, ""12"": true, ""13"": true}",,
2018-09-22 18:19:03+02:00,"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>question</QuestionIdentifier><FreeText> NEJMoa1003833 </FreeText></Answer><Answer><QuestionIdentifier>summary</QuestionIdentifier><FreeText>The risk of cardiovascular death in relation to Azithromycin. Thought to have minimal cardiotoxicity, azithromycin may increase risk of cardiovascular death based off of published reports of arrhythmias. A study was done on a Tennessee Medicaid cohort designed to detect an increased risk of death related to short-term cardiac effects of medication, excluding patients with serious non-cardiovascular illness and person-time during and not long after hospitalization. The cohort included patients who took amoxicillin, ciprofloxacin, or levofloxacin. Those who took azithromycin compared to those who took no antibiotics had an increased risk of cardiovascular death and death from any cause during the 5 days of therapy. Patients taking amoxicillin had no increase in risk. An estimated 47 additional cardiovascular deaths per 1 million courses. Though patients in the highest decile of risk had an estimated 245 additional cardiovascular deaths per 1 million courses. The risk of death was higher with zithromycin than with ciproflaxacin but did not differ much from levofloxacin.</FreeText></Answer></QuestionFormAnswers>",,3B1NLC6UG0H5SDML6IUSNIFH5AYGP9,Submitted,2018-09-23 03:00:49+02:00,3LN3BXKGC0GSQ2MSS23MQSRP25VWGX,NEJMoa1003833,2018-09-22 19:00:49+02:00,0 days 00:41:46.000000000,A2ELH7YDLFNJUZ,,"{""Education"": ""College"", ""Age"": ""24-39"", ""Gender"": ""male"", ""1"": true, ""2"": true, ""3"": true, ""4"": true, ""5"": true, ""6"": true, ""7"": true, ""8"": true, ""9"": true, ""10"": true, ""11"": true, ""12"": true, ""13"": true}",,
2018-09-22 18:36:23+02:00,"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>question</QuestionIdentifier><FreeText> NEJMoa1003833 </FreeText></Answer><Answer><QuestionIdentifier>summary</QuestionIdentifier><FreeText>A Tennessee Medicaid cohort study was designed to detect an increase risk of death related to short-term cardiac effects of medication, excluding patients with serious noncardiovascular illness and person-time during and shortly after hospitalization. The cohort included patients who took azithromycin (347795), propensity-score - matched persons who took no antibiotics (1391180 control periods) and patients who took amoxicillin (1348672 prescriptions), ciprofloxacin (264626) or levofloxacin (193906). During 5 days of therapy, patients taking azithromycin as compared to those who took no antibiotics has an increased risk of cardiovascular death and death from any cause. Patients who took amoxicillin had no increase in the risk of death during this period. The risk of cardiovascular death was significantly greater with azithromycin than with ciprofloxacin but did not differ much from that with levofloxacin. With 5 days of azithromycin, there was a small absolute increase in cardiovascular death which was most pronounced w/ patients with a high baseline risk of cardiovascular disease. </FreeText></Answer></QuestionFormAnswers>",,3YDGXNSEO0F4A5UKP0QGS7NOQVS48T,Submitted,2018-09-23 03:17:27+02:00,3LN3BXKGC0GSQ2MSS23MQSRP25VWGX,NEJMoa1003833,2018-09-22 19:17:27+02:00,0 days 00:41:04.000000000,A98E8M4QLI9RS,,"{""Education"": ""Some College"", ""Age"": ""40-60"", ""Gender"": ""female"", ""1"": true, ""2"": true, ""3"": true, ""4"": true, ""5"": true, ""6"": true, ""7"": true, ""8"": true, ""9"": false, ""10"": true, ""11"": false, ""12"": true, ""13"": true}",,
2018-09-22 18:21:21+02:00,"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>question</QuestionIdentifier><FreeText> NEJMoa1003833 </FreeText></Answer><Answer><QuestionIdentifier>summary</QuestionIdentifier><FreeText>Azithromycin is thought to have minimal cardiotoxicity. However reports of arrthyimas suggest that azithromycin may increase risk of cardiovascular death. A cohort was designed to detect a risk of death related to short term cardiac affections of this medication. The cohort excluded patients with serious noncardiovascular illness and person-time during and shortly after hospitalization. During 5 days of therapy the patients taking azithromycin as compared to those who took no antibiotics had an increased risk of cardiovascular death and death from any cause. Patients who took amoxicillen had no increase in risk of death during this period. Azithromycin was associated with an increased risk of cardiovascular death and death from any cause with an estimated 47 additional cardiovascular deaths per 1 million courses. Death was significantly greater with this medication then any other but did not differ significantly with that of levofloxacin.  </FreeText></Answer></QuestionFormAnswers>",,3IAEQB9FMF5S029VGE7F9RKGLFLWDA,Submitted,2018-09-23 03:19:29+02:00,3LN3BXKGC0GSQ2MSS23MQSRP25VWGX,NEJMoa1003833,2018-09-22 19:19:29+02:00,0 days 00:58:08.000000000,A2YUCJ28XANFOX,,"{""Education"": ""High School"", ""Age"": ""24-39"", ""Gender"": ""female"", ""1"": false, ""2"": true, ""3"": true, ""4"": true, ""5"": true, ""6"": true, ""7"": true, ""8"": true, ""9"": true, ""10"": true, ""11"": false, ""12"": true, ""13"": false}",,
2018-09-22 19:28:22+02:00,"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>question</QuestionIdentifier><FreeText> NEJMoa1003833 </FreeText></Answer><Answer><QuestionIdentifier>summary</QuestionIdentifier><FreeText>Some antibiotics are linked to an increased risk of cardiac death. There was a study on a Medicaid cohort in Tennessee, that was designed to detect an increased risk of death that is related to cardiac side effects from medication. It excluded patients with non cardiovascular conditions and those recently hospitalized. It included the medication Azithromycin, and matched with those who didn't take any antibiotics; and also those who took: Amoxicillin, Ciprofloxacin, and Levofloxacin. &#13;&#13;A 5 day treatment cycle of Azithromycin, was found to have an increased risk of a cardiac related death. A 5 day treatment cycle of Amoxicillin was found to have no increased risk of cardiac related death. So, The results showed that Azithromycin, Ciprofloxacin and Levofloxacin were found to increase the risk of cardiac death, while Amoxicillin was not found to increase the risk of cardiac death. This increased risk, was the most high in those who already had an increased risk of a cardiac related death.</FreeText></Answer></QuestionFormAnswers>",,3FQ5JJ512M9ARE6RGU2FHL2FDDPNK1,Submitted,2018-09-23 03:37:54+02:00,3LN3BXKGC0GSQ2MSS23MQSRP25VWGX,NEJMoa1003833,2018-09-22 19:37:54+02:00,0 days 00:09:32.000000000,AHYXP6QIMYJLD,,"{""Education"": ""Some College"", ""Age"": ""24-39"", ""Gender"": ""female"", ""1"": true, ""2"": true, ""3"": false, ""4"": true, ""5"": false, ""6"": true, ""7"": false, ""8"": true, ""9"": true, ""10"": true, ""11"": true, ""12"": true, ""13"": false}",,
2018-09-22 19:24:04+02:00,"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>question</QuestionIdentifier><FreeText> NEJMoa1003833 </FreeText></Answer><Answer><QuestionIdentifier>summary</QuestionIdentifier><FreeText>Some macrolides cause arrhythmias and can lead to cardiac death. It is believed that azithromycin is less harmful to the heart than most macrolides, but reports do exist that suggest it still increases risk of cardiovascular death. A study was done on Tennessee Medicaid patients to assess risk of cardiac-related death due to medication. This included patients taking azithromycin, amoxicillin, ciprofloxacin, or levofloxacin, as well as a control group taking no medication.&#13;Patients in the azithromycin group had a higher risk of cardiovascular-related death, and a higher risk of death from any cause than the amoxicillin group. The azithromycin group also had a significantly higher risk of cardiovascular death than the ciprofloxacin group. There was no significant difference in risk of death between azithromycin and levofloxacin groups. In conclusion, azithromycin treatment led to slightly increased risk of cardiovascular death. Patients with a high baseline risk of cardiovascular disease showed the highest increase in incidence of cardiovascular death.</FreeText></Answer></QuestionFormAnswers>",,3R0T90IZ1TXMYODH1D8M3IGA7SUGC9,Submitted,2018-09-23 03:53:10+02:00,3LN3BXKGC0GSQ2MSS23MQSRP25VWGX,NEJMoa1003833,2018-09-22 19:53:10+02:00,0 days 00:29:06.000000000,A3QFXP9WDS19PR,,"{""Education"": ""College"", ""Age"": ""15-24"", ""Gender"": ""female"", ""1"": true, ""2"": true, ""3"": true, ""4"": true, ""5"": true, ""6"": true, ""7"": false, ""8"": true, ""9"": true, ""10"": false, ""11"": true, ""12"": true, ""13"": true}",,
2018-09-22 20:53:47+02:00,"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>question</QuestionIdentifier><FreeText> NEJMoa1003833 </FreeText></Answer><Answer><QuestionIdentifier>summary</QuestionIdentifier><FreeText>we studied a tennessee medicaid cohort designed to detect an increased risk of death related to short-term cardiac effects of medication, excluding patients with serious noncardiovascular illness and person-time during and shortly after hospitalization. During 5 days of therapy, patients taking azithromycin , as compared with those who took no antibiotics , had an increased risk of cardio vascular death. Patients who took amoxicillin had no increase in the risk of death during the period. the risk of cardiovascular death was significantly greater with azithromycin than with ciprofloxacin but did not differ significantly from that with levofloxavin. During 5 days of azithromycin therapy , there was a small absolute increase in cardiovascular deaths which was most pronounced among patients with a high baseline risk of cardiovascular disease. azithromycin (347795 prescriptions), antibiotics (1391180 control periods), amoxicillin (1348672 prescriptions), ciprofloxacin (264626 prescriptions), levofloxacin (193906 prescriptions)</FreeText></Answer></QuestionFormAnswers>",,373ERPL3YPTU9VO63AXORWULXNFRT9,Submitted,2018-09-23 05:14:00+02:00,3LN3BXKGC0GSQ2MSS23MQSRP25VWGX,NEJMoa1003833,2018-09-22 21:14:00+02:00,0 days 00:20:13.000000000,A3F6TS7I3CSUM8,,"{""Education"": ""College"", ""Age"": ""24-39"", ""Gender"": ""male"", ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""6"": false, ""7"": true, ""8"": true, ""9"": true, ""10"": true, ""11"": true, ""12"": false, ""13"": false}",,
2018-09-22 21:17:39+02:00,"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>question</QuestionIdentifier><FreeText> NEJMoa1003833 </FreeText></Answer><Answer><QuestionIdentifier>summary</QuestionIdentifier><FreeText>At this kind of modern world there are lot of sudden cardiac death,azithromycin is thought to have minimal cardio toxicity .Tennessee medicaid cohort designed to detect an increased risk of death related to short-term cardiac effects of medication.The cohort included patients who took azithromycin(347,795 prescription),propensity-score. during 5 days of therapy,patients taking azithromycin. patients who took amoxicillin had no increase in the risk of death during this period.relative to amoxicillin, azithromycin was associated with an increased risk of cardiovascular death with an estimated 47 additional cardiovascular deaths per 1 million courses. the risk of cardiovascular death was significantly greater.&#13;there was small absolute increase in cardiovascular deaths. which was most pronounced among patients with a high baseline risk of cardiovascular disease .this is funded by National heart ,lung,and blood institute and the agency for healthcare quality.</FreeText></Answer></QuestionFormAnswers>",,3I2PTA7R3UFVUBJJWMUWLFXKIOOQK3,Submitted,2018-09-23 06:07:41+02:00,3LN3BXKGC0GSQ2MSS23MQSRP25VWGX,NEJMoa1003833,2018-09-22 22:07:41+02:00,0 days 00:50:02.000000000,A1RVRSK2GTUVGK,,"{""Education"": ""College"", ""Age"": ""24-39"", ""Gender"": ""female"", ""1"": false, ""2"": false, ""3"": false, ""4"": false, ""5"": false, ""6"": true, ""7"": false, ""8"": true, ""9"": false, ""10"": true, ""11"": true, ""12"": true, ""13"": true}",,
2018-09-22 18:19:03+02:00,"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>question</QuestionIdentifier><FreeText> NEJMoa072761 </FreeText></Answer><Answer><QuestionIdentifier>summary</QuestionIdentifier><FreeText>Effect of Rosiglitazone on myocardial infarction and death from cardiovascular causes risk. We did searches of published literature from the Food and Drug administration as well as a clinical-trails registry maintained by the drug manufacturer GlaxoSmithKline. Only studies of more than 24 weeks, using a randomized control group not taking rosiglitazone, and has outcome date for myocardia infarction and death from cardiovascular causes. Of 116 potentially relevant studies, 42 trials met the inclusion criteria. All occurences of myocardial infarction and death from cardiovascular causes were counted and sorted. In these trials the mean age of the subjects were approximately 56 years, and the mean baseline glycated hemoglobin level was approximately 8.2%. Rosignlitazone was associated with a large increase in risk of myocardial infarction as well as an increased risk of death from cardiovascular causes.</FreeText></Answer></QuestionFormAnswers>",,3SB4CE2TJWG9RVB969CZL9QH9EUAXF,Submitted,2018-09-23 02:51:58+02:00,3VCK0Q0PO5Z5S42TMZNW9HRI2C2N0U,NEJMoa072761,2018-09-22 18:51:58+02:00,0 days 00:32:55.000000000,A2ELH7YDLFNJUZ,,"{""Education"": ""College"", ""Age"": ""24-39"", ""Gender"": ""male"", ""1"": true, ""2"": true, ""3"": true, ""4"": true, ""5"": true, ""6"": true, ""7"": true, ""8"": true, ""9"": true, ""10"": true, ""11"": true, ""12"": true, ""13"": true}",,
2018-09-22 18:27:30+02:00,"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>question</QuestionIdentifier><FreeText> NEJMoa072761 </FreeText></Answer><Answer><QuestionIdentifier>summary</QuestionIdentifier><FreeText>hiazolidinedione drugs are widely used to lower blood glucose levels in patients wit the type of 2 diabetes mellitus introglitazone , which was removed from the market because of hepatoxicity  , and two currently available agents, rosiglitazone and pioglitazone the thiazolidinediones are agonists for peroxisome-profiiferator-activated nuclear receptor are ligand-activated nuclear transcription factors the modulate gen expression,lowering blood glucose primarily by increasing insulin sensitivity in peripheral tissues rosiglitazone was introduced in 1999 and is widely used used as monotherapy or fixed dose combinations with either mertformin the original approval of rosiglitazone was based on the ability  of the drug to reduce blood glucose and glycated hemoglobin levels intial studies were not adequately powered to do determine the effects of the agent on micro vascular complications diabetes, including cardiovascular morbidity and morality however, the effect of any anti diabetic therapy on cardiovascular outcomes is particularly important because more than 65% of deaths in patients</FreeText></Answer></QuestionFormAnswers>",,3Y4W8Q93L05FLD9QQ42JNP12E6KDVI,Submitted,2018-09-23 02:57:31+02:00,3VCK0Q0PO5Z5S42TMZNW9HRI2C2N0U,NEJMoa072761,2018-09-22 18:57:31+02:00,0 days 00:30:01.000000000,AIV02RLU34H13,,"{""Education"": ""College"", ""Age"": ""24-39"", ""Gender"": ""male"", ""1"": false, ""2"": false, ""3"": true, ""4"": true, ""5"": false, ""6"": true, ""7"": false, ""8"": false, ""9"": false, ""10"": true, ""11"": true, ""12"": true, ""13"": false}",,
